id,DATEREMISEJ1,DATERECJ1,DATEREMISEJ2,DATERECJ2,J1,N1,J2,N2,time_firstcapture,time_secondcapture,time_total,time_J1,time_N1,time_J2,wardType,newID
018-0023-A-R,2020-05-18T07:30:00Z,2020-05-18T16:53:00Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,563,0,563,563,0,0,Geriatry,Geriatry #1
018-0026-V-L,2020-05-18T07:43:00Z,2020-05-18T14:23:00Z,2020-05-19T07:59:00Z,2020-05-19T14:12:00Z,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,400,373,773,400,0,373,Geriatry,Geriatry #1
018-0027-M-L,2020-05-18T07:46:00Z,2020-05-18T16:45:00Z,2020-05-19T07:20:00Z,2020-05-19T16:00:00Z,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,539,520,1059,539,0,520,Geriatry,Geriatry #1
018-0028-C-J,2020-05-18T07:46:00Z,2020-05-18T10:12:00Z,2020-05-19T07:17:00Z,2020-05-19T10:05:00Z,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,146,168,314,146,0,168,Geriatry,Geriatry #1
018-0031-G-J,2020-05-18T06:52:00Z,2020-05-18T11:20:00Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,268,0,268,268,0,0,Geriatry,Geriatry #1
018-0032-D-M,2020-05-18T07:41:00Z,2020-05-18T14:32:00Z,2020-05-19T07:37:00Z,2020-05-19T14:50:00Z,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,411,433,844,411,0,433,Geriatry,Geriatry #1
018-0033-T-F,2020-05-18T07:54:00Z,2020-05-18T16:30:00Z,2020-05-19T13:58:00Z,2020-05-19T16:48:00Z,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,516,170,686,516,0,170,Geriatry,Geriatry #1
018-0034-H-Z,2020-05-18T08:14:00Z,2020-05-18T13:05:00Z,2020-05-19T07:32:00Z,2020-05-19T12:19:00Z,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,291,287,578,291,0,287,Geriatry,Geriatry #1
018-0035-G-L,2020-05-18T08:27:00Z,2020-05-18T16:48:00Z,2020-05-19T08:58:00Z,2020-05-19T16:39:00Z,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,501,461,962,501,0,461,Geriatry,Geriatry #1
018-0036-J-M,2020-05-18T08:27:00Z,2020-05-18T12:35:00Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,248,0,248,248,0,0,Geriatry,Geriatry #1
018-0037-R-P,2020-05-18T09:29:00Z,2020-05-18T13:12:00Z,2020-05-19T09:48:00Z,2020-05-19T14:24:00Z,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,223,276,499,223,0,276,Geriatry,Geriatry #1
018-0038-R-C,2020-05-18T07:44:00Z,2020-05-18T13:10:00Z,2020-05-19T07:34:00Z,2020-05-19T14:30:00Z,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,326,416,742,326,0,416,Geriatry,Geriatry #1
018-0039-H-N,2020-05-18T07:46:00Z,2020-05-18T15:50:00Z,2020-05-19T07:41:00Z,2020-05-19T16:15:00Z,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,484,514,998,484,0,514,Geriatry,Geriatry #1
018-0040-T-B,2020-05-18T07:46:00Z,2020-05-18T16:30:00Z,2020-05-19T07:35:00Z,2020-05-19T16:15:00Z,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,524,520,1044,524,0,520,Geriatry,Geriatry #1
018-0041-S-C,2020-05-18T07:56:00Z,2020-05-18T16:45:00Z,2020-05-19T07:20:00Z,2020-05-19T16:15:00Z,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,529,535,1064,529,0,535,Geriatry,Geriatry #1
018-0042-M-T,2020-05-18T07:46:00Z,2020-05-18T16:53:00Z,2020-05-19T08:00:00Z,2020-05-19T14:13:00Z,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,547,373,920,547,0,373,Geriatry,Geriatry #1
018-0043-T-G,2020-05-18T08:00:00Z,2020-05-18T11:19:00Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,199,0,199,199,0,0,Geriatry,Geriatry #1
018-0044-O-B,2020-05-18T08:00:00Z,2020-05-18T14:23:00Z,2020-05-19T07:34:00Z,2020-05-19T14:30:00Z,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,383,416,799,383,0,416,Geriatry,Geriatry #1
018-0046-D-F,2020-05-18T08:14:00Z,2020-05-18T14:10:00Z,2020-05-19T08:07:00Z,2020-05-19T10:30:00Z,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,356,143,499,356,0,143,Geriatry,Geriatry #1
018-0047-D-E,2020-05-18T08:15:00Z,2020-05-18T15:40:00Z,2020-05-19T09:11:00Z,2020-05-19T10:03:00Z,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,445,52,497,445,0,52,Geriatry,Geriatry #1
018-0048-R-S,2020-05-18T09:31:00Z,2020-05-18T09:55:00Z,2020-05-19T08:15:00Z,2020-05-19T09:26:00Z,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,24,71,95,24,0,71,Geriatry,Geriatry #1
018-0050-V-S,2020-05-18T10:11:00Z,2020-05-18T15:55:00Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,344,0,344,344,0,0,Geriatry,Geriatry #1
018-0056-G-B,2020-05-18T11:54:00Z,2020-05-18T19:10:00Z,2020-05-19T06:15:00Z,2020-05-19T17:58:00Z,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,436,703,1139,411,25,703,Geriatry,Geriatry #1
018-0057-L-H,2020-05-18T11:57:00Z,2020-05-18T19:16:00Z,2020-05-19T11:59:00Z,2020-05-19T19:18:00Z,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,439,439,878,408,31,406,Geriatry,Geriatry #1
018-0058-A-A,2020-05-18T11:57:00Z,2020-05-18T19:16:00Z,2020-05-19T11:58:00Z,2020-05-19T19:02:00Z,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,439,424,863,408,31,407,Geriatry,Geriatry #1
018-0064-M-S,2020-05-18T12:05:00Z,2020-05-18T17:10:00Z,2020-05-19T04:50:00Z,2020-05-19T11:45:00Z,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,305,415,720,305,0,415,Geriatry,Geriatry #1
018-0076-K-C,2020-05-18T19:07:00Z,2020-05-19T04:59:00Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,592,0,592,0,578,14,Geriatry,Geriatry #1
018-0077-D-S,2020-05-19T04:47:00Z,2020-05-19T11:57:00Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,430,0,430,0,0,430,Geriatry,Geriatry #1
018-0078-C-M,2020-05-19T07:35:00Z,2020-05-19T10:01:00Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,146,0,146,0,0,146,Geriatry,Geriatry #1
018-0080-R-D,2020-05-19T07:48:00Z,2020-05-19T14:19:00Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,391,0,391,0,0,391,Geriatry,Geriatry #1
018-0084-G-C,2020-05-18T12:05:00Z,2020-05-18T18:50:00Z,2020-05-19T11:54:00Z,2020-05-19T18:50:00Z,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,405,416,821,400,5,411,Geriatry,Geriatry #1
018-0085-G-Y,2020-05-19T12:52:00Z,2020-05-19T14:30:00Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,98,0,98,0,0,98,Geriatry,Geriatry #1
018-0089-G-F,2020-05-18T05:32:00Z,2020-05-19T18:06:00Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,2194,0,2194,793,600,801,Geriatry,Geriatry #1
018-0090-B-J,2020-05-18T05:49:00Z,2020-05-19T18:45:00Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,2216,0,2216,776,600,840,Geriatry,Geriatry #1
018-0091-B-H,2020-05-18T05:50:00Z,2020-05-19T18:45:00Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,2215,0,2215,775,600,840,Geriatry,Geriatry #1
018-0092-L-C,2020-05-18T06:00:00Z,2020-05-19T18:40:50Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,2200.8333333333335,0,2200.8333333333335,765,600,835.8333333333334,Geriatry,Geriatry #1
018-0093-C-L,2020-05-18T06:04:00Z,2020-05-19T17:00:30Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,2096.5,0,2096.5,761,600,735.5,Geriatry,Geriatry #1
018-0094-B-F,2020-05-18T06:15:00Z,2020-05-19T19:32:00Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,2237,0,2237,750,600,840,Geriatry,Geriatry #1
018-0095-B-J,2020-05-18T06:17:00Z,2020-05-19T18:30:00Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,2173,0,2173,748,600,825,Geriatry,Geriatry #1
018-0096-S-R,2020-05-18T05:56:00Z,2020-05-19T16:00:20Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,2044.3333333333333,0,2044.3333333333333,769,600,675.3333333333334,Geriatry,Geriatry #1
018-0097-C-R,2020-05-18T06:03:00Z,2020-05-19T16:17:30Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,2054.5,0,2054.5,762,600,692.5,Geriatry,Geriatry #1
018-0098-B-J,2020-05-18T06:18:00Z,2020-05-19T18:18:00Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,2160,0,2160,747,600,813,Geriatry,Geriatry #1
018-0099-N-B,2020-05-18T06:08:00Z,2020-05-19T14:01:50Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,1913.8333333333333,0,1913.8333333333333,757,600,556.8333333333334,Geriatry,Geriatry #1
018-0100-R-J,2020-05-18T06:35:00Z,2020-05-19T18:40:50Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,2165.8333333333335,0,2165.8333333333335,730,600,835.8333333333334,Geriatry,Geriatry #1
018-0102-T-E,2020-05-18T06:18:00Z,2020-05-19T13:47:20Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,1889.3333333333333,0,1889.3333333333333,747,600,542.3333333333334,Geriatry,Geriatry #1
018-0103-B-J,2020-05-18T06:18:00Z,2020-05-19T13:48:00Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,1890,0,1890,747,600,543,Geriatry,Geriatry #1
018-0104-M-A,2020-05-18T06:36:00Z,2020-05-18T18:57:00Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,741,0,741,729,12,0,Geriatry,Geriatry #1
018-0105-B-M,2020-05-18T06:20:00Z,2020-05-19T17:30:10Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,2110.1666666666665,0,2110.1666666666665,745,600,765.1666666666666,Geriatry,Geriatry #1
018-0106-T-R,2020-05-18T08:06:00Z,2020-05-19T17:37:20Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,2011.3333333333333,0,2011.3333333333333,639,600,772.3333333333334,Geriatry,Geriatry #1
018-0108-O-J,2020-05-18T06:50:00Z,2020-05-19T16:52:00Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,2042,0,2042,715,600,727,Geriatry,Geriatry #1
018-0110-M-M,2020-05-18T08:27:00Z,2020-05-19T17:30:10Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,1983.1666666666667,0,1983.1666666666667,618,600,765.1666666666666,Geriatry,Geriatry #1
018-0111-H-B,2020-05-18T08:27:00Z,2020-05-19T16:33:00Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,1926,0,1926,618,600,708,Geriatry,Geriatry #1
018-0112-M-L,2020-05-18T08:30:00Z,2020-05-19T16:11:30Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,1901.5,0,1901.5,615,600,686.5,Geriatry,Geriatry #1
018-0113-D-J,2020-05-18T06:36:00Z,2020-05-19T19:31:00Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,2215,0,2215,729,600,840,Geriatry,Geriatry #1
018-0114-L-S,2020-05-18T08:40:00Z,2020-05-19T13:21:50Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,1721.8333333333333,0,1721.8333333333333,605,600,516.8333333333334,Geriatry,Geriatry #1
018-0115-M-Y,2020-05-18T08:55:00Z,2020-05-19T13:23:50Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,1708.8333333333333,0,1708.8333333333333,590,600,518.8333333333334,Geriatry,Geriatry #1
018-0116-P-E,2020-05-18T06:45:00Z,2020-05-19T10:40:00Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,1675,0,1675,720,600,355,Geriatry,Geriatry #1
018-0117-N-J,2020-05-18T09:00:00Z,2020-05-19T16:13:10Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,1873.1666666666667,0,1873.1666666666667,585,600,688.1666666666666,Geriatry,Geriatry #1
018-0118-R-C,2020-05-18T09:05:00Z,2020-05-19T18:45:00Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,2020,0,2020,580,600,840,Geriatry,Geriatry #1
018-0120-B-E,2020-05-18T07:34:00Z,2020-05-19T13:52:00Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,1818,0,1818,671,600,547,Geriatry,Geriatry #1
018-0122-M-C,2020-05-18T07:36:00Z,2020-05-19T08:10:00Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,1474,0,1474,669,600,205,Geriatry,Geriatry #1
018-0123-P-G,2020-05-18T07:36:00Z,2020-05-19T18:45:00Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,2109,0,2109,669,600,840,Geriatry,Geriatry #1
018-0124-A-M,2020-05-18T07:38:00Z,2020-05-19T19:31:00Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,2153,0,2153,667,600,840,Geriatry,Geriatry #1
018-0125-A-J,2020-05-18T07:56:00Z,2020-05-19T19:00:00Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,2104,0,2104,649,600,840,Geriatry,Geriatry #1
018-0126-C-D,2020-05-19T08:00:00Z,2020-05-19T18:42:10Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,642.1666666666666,0,642.1666666666666,0,0,642.1666666666666,Geriatry,Geriatry #1
018-0127-M-R,2020-05-18T08:25:00Z,2020-05-19T18:40:50Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,2055.8333333333335,0,2055.8333333333335,620,600,835.8333333333334,Geriatry,Geriatry #1
018-0128-V-Y,2020-05-18T12:04:00Z,2020-05-19T18:41:40Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,1837.6666666666667,0,1837.6666666666667,401,600,836.6666666666666,Geriatry,Geriatry #1
018-0130-G-L,2020-05-19T06:57:00Z,2020-05-19T15:36:00Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,519,0,519,0,0,519,Geriatry,Geriatry #1
018-0131-A-D,2020-05-19T08:45:00Z,2020-05-19T18:24:30Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,579.5,0,579.5,0,0,579.5,Geriatry,Geriatry #1
018-0135-N-M,2020-05-19T11:48:00Z,2020-05-19T17:13:00Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,325,0,325,0,0,325,Geriatry,Geriatry #1
018-0136-T-Y,2020-05-19T11:58:00Z,2020-05-19T19:16:00Z,NA,NA,2020-05-18T04:45:00Z,2020-05-18T18:45:00Z,2020-05-19T04:45:00Z,2020-05-19T18:45:00Z,438,0,438,0,0,407,Geriatry,Geriatry #1
014-0017-V-G,2020-05-21T06:41:00Z,2020-05-21T16:28:00Z,NA,NA,2020-05-21T04:45:00Z,2020-05-21T18:45:00Z,2020-05-22T04:45:00Z,2020-05-22T18:45:00Z,587,0,587,587,0,0,Pediatric emergency,Paediatric emergency
014-0018-F-C,2020-05-21T06:41:00Z,2020-05-21T16:30:00Z,NA,NA,2020-05-21T04:45:00Z,2020-05-21T18:45:00Z,2020-05-22T04:45:00Z,2020-05-22T18:45:00Z,589,0,589,589,0,0,Pediatric emergency,Paediatric emergency
014-0021-N-T,2020-05-21T06:50:00Z,2020-05-21T08:54:00Z,NA,NA,2020-05-21T04:45:00Z,2020-05-21T18:45:00Z,2020-05-22T04:45:00Z,2020-05-22T18:45:00Z,124,0,124,124,0,0,Pediatric emergency,Paediatric emergency
014-0022-V-L,2020-05-21T07:22:00Z,2020-05-21T19:25:00Z,2020-05-22T07:47:00Z,2020-05-22T14:40:00Z,2020-05-21T04:45:00Z,2020-05-21T18:45:00Z,2020-05-22T04:45:00Z,2020-05-22T18:45:00Z,723,413,1136,683,40,413,Pediatric emergency,Paediatric emergency
014-0025-F-D,2020-05-21T08:40:00Z,2020-05-21T09:35:00Z,NA,NA,2020-05-21T04:45:00Z,2020-05-21T18:45:00Z,2020-05-22T04:45:00Z,2020-05-22T18:45:00Z,55,0,55,55,0,0,Pediatric emergency,Paediatric emergency
014-0026-R-M,2020-05-21T08:40:00Z,2020-05-21T09:34:30Z,NA,NA,2020-05-21T04:45:00Z,2020-05-21T18:45:00Z,2020-05-22T04:45:00Z,2020-05-22T18:45:00Z,54.5,0,54.5,54.5,0,0,Pediatric emergency,Paediatric emergency
014-0027-N-A,2020-05-21T06:50:00Z,2020-05-21T08:52:40Z,NA,NA,2020-05-21T04:45:00Z,2020-05-21T18:45:00Z,2020-05-22T04:45:00Z,2020-05-22T18:45:00Z,122.66666666666669,0,122.66666666666669,122.66666666666669,0,0,Pediatric emergency,Paediatric emergency
014-0044-N-M,2020-05-21T09:38:00Z,2020-05-21T12:48:00Z,NA,NA,2020-05-21T04:45:00Z,2020-05-21T18:45:00Z,2020-05-22T04:45:00Z,2020-05-22T18:45:00Z,190,0,190,190,0,0,Pediatric emergency,Paediatric emergency
014-0051-S-D,2020-05-21T10:42:00Z,2020-05-21T12:38:00Z,NA,NA,2020-05-21T04:45:00Z,2020-05-21T18:45:00Z,2020-05-22T04:45:00Z,2020-05-22T18:45:00Z,116,0,116,116,0,0,Pediatric emergency,Paediatric emergency
014-0052-S-L,2020-05-21T10:43:00Z,2020-05-21T12:38:00Z,NA,NA,2020-05-21T04:45:00Z,2020-05-21T18:45:00Z,2020-05-22T04:45:00Z,2020-05-22T18:45:00Z,115,0,115,115,0,0,Pediatric emergency,Paediatric emergency
014-0053-B-N,2020-05-21T10:59:00Z,2020-05-21T11:42:00Z,NA,NA,2020-05-21T04:45:00Z,2020-05-21T18:45:00Z,2020-05-22T04:45:00Z,2020-05-22T18:45:00Z,43,0,43,43,0,0,Pediatric emergency,Paediatric emergency
